1,1,0.0,13.2,18.1,30.38,1,1,1.0
1,2,52.2,60.7,124.49999999999999,60.8,1,1,1.0
1,3,93.48,0.6,226.95,62.51,1,1,1.0
1,4,316.8,0.9,396.3,112.6,1,1,1.0
2,1,0.3,16.3,11.299999999999999,24.599999999999998,1,1,1.0
2,2,35.4,57.41,121.19999999999999,59.69,1,1,1.0
2,3,93.48,0.6,226.95,62.51,1,1,1.0
2,4,316.76,0.9,396.29999999999995,112.6,1,1,1.0
3,2,18.6,54.12,117.9,58.580000000000005,1,1,1.0
3,3,93.48,0.6,226.95,62.51,1,1,1.0
3,4,316.71,0.9,396.3,112.6,1,1,1.0
4,2,1.8,50.83,114.60000000000001,57.47,1,1,1.0
4,3,93.48,0.6,226.95,62.51,1,1,1.0
4,4,316.67,0.9,396.3,112.6,1,1,1.0
5,2,0.7,50.83,97.1,57.47,1,1,1.0
5,3,93.48,0.6,226.95,62.51,1,1,1.0
5,4,316.63,0.9,396.29999999999995,112.6,1,1,1.0
6,2,1.1,44.26,77.0,57.46,1,1,1.0
6,3,93.48,0.6,226.95,62.51,1,1,1.0
6,4,316.58,0.9,396.3,112.6,1,1,1.0
7,2,0.0,43.2,63.8,50.849999999999994,1,1,1.0
7,3,93.48,0.6,226.95,62.51,1,1,1.0
7,4,316.54,0.9,396.3,112.6,1,1,1.0
8,2,0.0,43.2,45.7,45.36999999999999,1,1,1.0
8,3,93.48,0.6,226.95,62.51,1,1,1.0
8,4,316.49,0.9,396.29999999999995,112.6,1,1,1.0
9,2,0.0,43.2,27.6,39.89999999999999,1,1,1.0
9,3,93.48,0.6,226.95,62.51,1,1,1.0
9,4,316.45,0.9,396.3,112.6,1,1,1.0
10,2,1.1,47.58,16.599999999999998,28.900000000000006,1,1,1.0
10,3,93.48,0.6,226.95,62.51,1,1,1.0
10,4,316.41,0.9,396.3,112.6,1,1,1.0
10,5,910.91,176.06,49.09000000000003,105.23000000000002,1,1,1.0
11,3,93.48,0.6,226.95,62.51,1,1,1.0
11,4,316.36,0.9,396.29999999999995,112.6,1,1,1.0
11,5,867.82,169.85,92.17999999999995,108.02000000000001,1,1,1.0
12,3,93.48,0.6,226.95,62.51,1,1,1.0
12,4,316.32,0.9,396.3,112.6,1,1,1.0
