1,1,204.2,249.4,100.90000000000003,42.400000000000006,1,1,1.0
1,2,115.33,329.41,144.67000000000002,65.76999999999998,1,1,1.0
1,3,730.65,262.7,76.54000000000008,46.0,1,1,1.0
2,1,204.22,249.4,100.9,42.400000000000006,1,1,1.0
2,2,92.27,333.97,145.91000000000003,65.76999999999998,1,1,1.0
2,3,716.69,264.98,78.04999999999995,46.0,1,1,1.0
3,1,204.25,249.4,100.89999999999998,42.400000000000006,1,1,1.0
3,2,69.2,338.54,147.16000000000003,65.76999999999998,1,1,1.0
3,3,702.72,267.27,79.57999999999993,46.0,1,1,1.0
4,1,204.27,249.4,100.9,42.400000000000006,1,1,1.0
4,2,46.13,343.1,148.41,65.76999999999998,1,1,1.0
4,3,688.75,269.55,81.10000000000002,46.0,1,1,1.0
5,1,204.29,249.4,100.9,42.400000000000006,1,1,1.0
5,2,23.07,347.67,149.65,65.76999999999998,1,1,1.0
5,3,674.78,271.83,82.62,46.0,1,1,1.0
6,1,204.31,249.4,100.89999999999998,42.400000000000006,1,1,1.0
6,2,0.0,352.23,150.9,65.76999999999998,1,1,1.0
6,3,660.82,274.11,84.13999999999999,46.0,1,1,1.0
7,1,204.34,249.4,100.9,42.400000000000006,1,1,1.0
7,2,0.0,355.17,126.68,65.76999999999998,1,1,1.0
7,3,646.51,276.03,84.13999999999999,46.0,1,1,1.0
8,1,204.36,249.4,100.89999999999998,42.400000000000006,1,1,1.0
8,2,0.0,358.1,102.47,65.76999999999998,1,1,1.0
8,3,632.2,277.94,84.13999999999999,46.0,1,1,1.0
9,1,204.38,249.4,100.89999999999998,42.400000000000006,1,1,1.0
9,2,0.0,361.04,78.25,65.76999999999998,1,1,1.0
9,3,617.9,279.85,84.13,46.0,1,1,1.0
10,1,204.4,249.4,100.9,42.400000000000006,1,1,1.0
10,2,0.0,363.97,54.03,65.76999999999998,1,1,1.0
10,3,603.59,281.76,84.13999999999999,46.0,1,1,1.0
11,1,204.43,249.4,100.89999999999998,42.400000000000006,1,1,1.0
11,2,0.82,367.25,29.1,65.76999999999998,1,1,1.0
11,3,584.36,282.6,96.13999999999999,49.02999999999997,1,1,1.0
12,1,204.45,249.4,100.90000000000003,42.400000000000006,1,1,1.0
12,3,571.48,284.62,92.41999999999996,49.829999999999984,1,1,1.0
13,1,204.47,249.4,100.9,42.400000000000006,1,1,1.0
13,3,554.62,286.16,94.75,50.61999999999995,1,1,1.0
14,1,204.5,249.4,100.89999999999998,42.400000000000006,1,1,1.0
14,3,538.17,288.3,96.0200000000001,50.639999999999986,1,1,1.0
15,1,204.52,249.4,100.9,42.400000000000006,1,1,1.0
15,3,521.71,290.44,97.28999999999996,50.660000000000025,1,1,1.0
16,1,204.54,249.4,100.9,42.400000000000006,1,1,1.0
16,3,507.06,295.86,96.04000000000002,48.339999999999975,1,1,1.0
17,1,204.56,249.4,100.89999999999998,42.400000000000006,1,1,1.0
17,3,490.54,299.58,101.85999999999996,46.22000000000003,1,1,1.0
18,1,204.59,249.4,100.9,42.400000000000006,1,1,1.0
18,3,470.12,299.0,104.30999999999995,51.18000000000001,1,1,1.0
19,1,204.61,249.4,100.89999999999998,42.400000000000006,1,1,1.0
19,3,453.91,302.1,102.56,52.45999999999998,1,1,1.0
20,1,204.63,249.4,100.89999999999998,42.400000000000006,1,1,1.0
20,3,437.7,305.2,100.80000000000001,53.73000000000002,1,1,1.0
21,1,204.65,249.4,100.9,42.400000000000006,1,1,1.0
21,3,421.47,307.56,103.81999999999994,54.69,1,1,1.0
22,1,204.68,249.4,100.89999999999998,42.400000000000006,1,1,1.0
22,3,404.37,310.53,106.83999999999997,55.650000000000034,1,1,1.0
23,1,204.7,249.4,100.90000000000003,42.400000000000006,1,1,1.0
23,3,384.77,313.66,109.86000000000001,56.599999999999966,1,1,1.0
24,1,204.72,249.4,100.9,42.400000000000006,1,1,1.0
24,3,365.16,316.78,112.88,57.57000000000005,1,1,1.0
25,1,204.75,249.4,100.89999999999998,42.400000000000006,1,1,1.0
25,3,346.42,320.39,115.89999999999998,58.53000000000003,1,1,1.0
26,1,204.77,249.4,100.9,42.400000000000006,1,1,1.0
26,3,324.88,322.37,118.92000000000002,59.48000000000002,1,1,1.0
27,1,204.79,249.4,100.9,42.400000000000006,1,1,1.0
27,3,302.44,324.93,121.94,61.670000000000016,1,1,1.0
28,1,204.81,249.4,100.89999999999998,42.400000000000006,1,1,1.0
28,3,280.0,327.5,124.95999999999998,63.85000000000002,1,1,1.0
29,1,204.84,249.4,100.9,42.400000000000006,1,1,1.0
29,3,257.55,331.64,127.97999999999996,64.46000000000004,1,1,1.0
30,1,204.86,249.4,100.89999999999998,42.400000000000006,1,1,1.0
30,3,235.11,335.79,131.0,65.06,1,1,1.0
31,1,204.88,249.4,100.89999999999998,42.400000000000006,1,1,1.0
31,3,212.67,339.93,134.02,65.67000000000002,1,1,1.0
32,1,204.9,249.4,100.9,42.400000000000006,1,1,1.0
32,3,190.23,344.07,137.04,66.28000000000003,1,1,1.0
33,1,204.93,249.4,100.89999999999998,42.400000000000006,1,1,1.0
33,3,167.78,348.21,140.05999999999997,66.89000000000004,1,1,1.0
34,1,204.95,249.4,100.90000000000003,42.400000000000006,1,1,1.0
34,3,145.34,352.36,143.08,67.49000000000001,1,1,1.0
35,1,204.97,249.4,100.9,42.400000000000006,1,1,1.0
35,3,122.9,356.5,146.1,68.10000000000002,1,1,1.0
36,1,205.0,249.4,100.89999999999998,42.400000000000006,1,1,1.0
36,3,101.6,360.73,143.75,70.41999999999996,1,1,1.0
37,1,205.02,249.4,100.9,42.400000000000006,1,1,1.0
37,3,73.91,364.14,149.57,72.74000000000001,1,1,1.0
38,1,205.02,249.4,100.9,42.400000000000006,1,1,1.0
38,3,45.6,368.57,155.0,75.07,1,1,1.0
39,1,205.02,249.4,100.9,42.400000000000006,1,1,1.0
39,3,18.94,373.0,158.76,77.38999999999999,1,1,1.0
40,1,205.02,249.4,100.9,42.400000000000006,1,1,1.0
40,3,0.46,377.43,153.54,79.70999999999998,1,1,1.0
41,1,205.02,249.4,100.9,42.400000000000006,1,1,1.0
41,3,0.0,381.87,132.0,82.02999999999997,1,1,1.0
42,1,205.02,249.4,100.9,42.400000000000006,1,1,1.0
42,3,0.32,389.47,106.30000000000001,77.91999999999996,1,1,1.0
43,1,205.02,249.4,100.9,42.400000000000006,1,1,1.0
43,3,0.63,397.08,80.62,73.80000000000001,1,1,1.0
